order_id,customer_id,product,region,quarter,year,quantity,unit_price,revenue,sales_rep,channel
O00878,CUST0102,Add-on Analytics,NA,Q2,2023,44,322.74,14200.56,REP001,Online
O00879,CUST0154,Enterprise,EMEA,Q3,2025,6,2414.24,14485.44,REP023,Direct
O00880,CUST0148,Pro Plan,EMEA,Q4,2024,18,2254.82,40586.76,REP015,Partner
O00881,CUST0268,Starter,LATAM,Q4,2024,43,2242.16,96412.88,REP014,Direct
O00882,CUST0150,Enterprise,NA,Q4,2025,14,1985.6,27798.4,REP027,Online
O00883,CUST0175,Pro Plan,LATAM,Q4,2023,31,853.09,26445.79,REP001,Direct
O00884,CUST0089,Starter,EMEA,Q4,2025,40,1433.35,57334.0,REP002,Partner
O00885,CUST0137,Starter,NA,Q3,2025,15,1140.98,17114.7,REP025,Inside Sales
O00886,CUST0172,Enterprise,LATAM,Q2,2023,18,896.11,16129.98,REP019,Online
O00887,CUST0085,Starter,APAC,Q4,2025,49,2493.71,122191.79,REP025,Online
O00888,CUST0287,Add-on AI,NA,Q2,2024,49,385.2,18874.8,REP009,Inside Sales
O00889,CUST0137,Pro Plan,NA,Q2,2023,34,1112.99,37841.66,REP001,Online
O00890,CUST0161,Add-on Analytics,APAC,Q2,2025,22,1583.26,34831.72,REP006,Direct
O00891,CUST0009,Pro Plan,EMEA,Q4,2025,18,624.42,11239.56,REP016,Direct
O00892,CUST0251,API Credits,LATAM,Q3,2025,28,172.28,4823.84,REP024,Direct
O00893,CUST0268,Starter,APAC,Q3,2023,30,1287.71,38631.3,REP007,Inside Sales
O00894,CUST0278,Add-on Analytics,APAC,Q1,2024,47,969.18,45551.46,REP029,Inside Sales
O00895,CUST0199,Enterprise,LATAM,Q3,2024,30,371.87,11156.1,REP018,Direct
O00896,CUST0045,Add-on AI,APAC,Q3,2025,20,2211.56,44231.2,REP027,Direct
O00897,CUST0086,Add-on AI,NA,Q1,2023,29,1214.68,35225.72,REP001,Online
O00898,CUST0288,Add-on Analytics,NA,Q3,2023,45,1163.33,52349.85,REP010,Partner
O00899,CUST0018,Starter,NA,Q3,2024,49,2211.64,108370.36,REP008,Partner
O00900,CUST0126,Enterprise,NA,Q4,2024,28,1500.74,42020.72,REP013,Inside Sales
O00901,CUST0208,Add-on Analytics,NA,Q4,2025,14,104.52,1463.28,REP018,Partner
O00902,CUST0244,Add-on AI,APAC,Q2,2025,12,1080.54,12966.48,REP025,Direct
O00903,CUST0260,Add-on Analytics,APAC,Q1,2025,29,1294.81,37549.49,REP007,Online
O00904,CUST0294,Add-on Analytics,EMEA,Q1,2024,31,1891.0,58621.0,REP010,Partner
O00905,CUST0162,API Credits,APAC,Q4,2024,2,1867.63,3735.26,REP028,Direct
O00906,CUST0061,API Credits,LATAM,Q3,2025,9,390.55,3514.95,REP002,Online
O00907,CUST0206,API Credits,LATAM,Q4,2025,49,240.49,11784.01,REP001,Inside Sales
O00908,CUST0036,Add-on Analytics,EMEA,Q4,2023,12,2105.39,25264.68,REP019,Direct
O00909,CUST0261,Add-on AI,NA,Q4,2023,38,1474.32,56024.16,REP022,Partner
O00910,CUST0166,Enterprise,EMEA,Q4,2023,36,427.1,15375.6,REP015,Direct
O00911,CUST0158,Add-on AI,APAC,Q4,2025,1,1358.04,1358.04,REP006,Inside Sales
O00912,CUST0275,API Credits,EMEA,Q3,2023,2,555.3,1110.6,REP029,Direct
O00913,CUST0010,Pro Plan,APAC,Q2,2024,20,1733.37,34667.4,REP012,Inside Sales
O00914,CUST0033,Add-on AI,APAC,Q4,2023,25,1517.1,37927.5,REP027,Inside Sales
O00915,CUST0272,Enterprise,APAC,Q2,2023,24,683.24,16397.76,REP008,Online
O00916,CUST0039,Add-on Analytics,NA,Q2,2023,45,409.41,18423.45,REP014,Inside Sales
O00917,CUST0139,API Credits,EMEA,Q1,2024,41,973.42,39910.22,REP022,Direct
O00918,CUST0027,Pro Plan,LATAM,Q3,2025,34,1470.75,50005.5,REP021,Online
O00919,CUST0001,Enterprise,LATAM,Q2,2025,33,278.23,9181.59,REP025,Direct
O00920,CUST0080,Add-on Analytics,APAC,Q1,2024,4,2345.44,9381.76,REP002,Inside Sales
O00921,CUST0277,Pro Plan,NA,Q1,2023,2,1307.28,2614.56,REP015,Partner
O00922,CUST0213,Add-on AI,EMEA,Q4,2023,34,455.73,15494.82,REP021,Online
O00923,CUST0016,API Credits,NA,Q3,2025,21,1893.05,39754.05,REP015,Partner
O00924,CUST0240,API Credits,APAC,Q3,2025,12,1621.89,19462.68,REP003,Direct
O00925,CUST0058,API Credits,LATAM,Q4,2025,1,1086.31,1086.31,REP028,Direct
O00926,CUST0008,Add-on AI,NA,Q2,2024,26,1010.19,26264.94,REP017,Partner
O00927,CUST0030,API Credits,EMEA,Q1,2023,40,344.11,13764.4,REP030,Inside Sales
O00928,CUST0112,Starter,LATAM,Q2,2025,17,737.5,12537.5,REP021,Partner
O00929,CUST0249,Pro Plan,NA,Q3,2024,34,1717.14,58382.76,REP006,Direct
O00930,CUST0084,API Credits,APAC,Q3,2025,43,399.38,17173.34,REP007,Inside Sales
O00931,CUST0080,Enterprise,LATAM,Q1,2025,6,2350.03,14100.18,REP012,Partner
O00932,CUST0292,Add-on Analytics,LATAM,Q1,2023,36,2278.21,82015.56,REP027,Direct
O00933,CUST0230,Pro Plan,EMEA,Q2,2025,25,1640.11,41002.75,REP030,Online
O00934,CUST0158,Pro Plan,APAC,Q2,2024,21,375.75,7890.75,REP012,Partner
O00935,CUST0273,Add-on Analytics,APAC,Q4,2024,33,1897.05,62602.65,REP025,Online
O00936,CUST0140,Add-on AI,EMEA,Q1,2023,26,2076.32,53984.32,REP004,Online
O00937,CUST0142,API Credits,LATAM,Q4,2024,16,1318.54,21096.64,REP014,Partner
O00938,CUST0196,Add-on Analytics,LATAM,Q2,2023,15,1098.32,16474.8,REP020,Inside Sales
O00939,CUST0298,Starter,LATAM,Q3,2025,5,366.9,1834.5,REP030,Partner
O00940,CUST0096,Add-on AI,LATAM,Q2,2025,4,2380.72,9522.88,REP006,Partner
O00941,CUST0197,Add-on Analytics,LATAM,Q4,2025,40,365.59,14623.6,REP003,Inside Sales
O00942,CUST0194,Add-on AI,EMEA,Q4,2023,13,2236.72,29077.36,REP019,Partner
O00943,CUST0245,Add-on Analytics,LATAM,Q2,2024,49,1404.47,68819.03,REP023,Inside Sales
O00944,CUST0223,Pro Plan,APAC,Q4,2025,12,961.81,11541.72,REP004,Partner
O00945,CUST0129,Add-on AI,EMEA,Q3,2025,12,169.7,2036.4,REP004,Online
O00946,CUST0044,Enterprise,EMEA,Q2,2025,34,1877.79,63844.86,REP013,Direct
O00947,CUST0026,API Credits,LATAM,Q1,2023,5,759.5,3797.5,REP030,Inside Sales
O00948,CUST0035,Starter,EMEA,Q2,2025,47,1880.13,88366.11,REP028,Direct
O00949,CUST0154,Pro Plan,NA,Q3,2025,37,223.26,8260.62,REP007,Inside Sales
O00950,CUST0241,Enterprise,NA,Q3,2023,41,2116.86,86791.26,REP019,Inside Sales
O00951,CUST0070,Starter,NA,Q3,2025,25,777.95,19448.75,REP011,Partner
O00952,CUST0119,Pro Plan,LATAM,Q1,2025,12,622.15,7465.8,REP014,Inside Sales
O00953,CUST0206,Enterprise,NA,Q1,2025,17,1418.81,24119.77,REP021,Online
O00954,CUST0044,Add-on Analytics,APAC,Q4,2025,9,2204.4,19839.6,REP008,Direct
O00955,CUST0270,Add-on Analytics,APAC,Q4,2025,27,1052.15,28408.05,REP016,Partner
O00956,CUST0158,Add-on Analytics,APAC,Q3,2023,20,657.38,13147.6,REP004,Partner
O00957,CUST0247,API Credits,APAC,Q3,2023,5,1658.79,8293.95,REP028,Inside Sales
O00958,CUST0254,Enterprise,EMEA,Q1,2023,4,1265.69,5062.76,REP003,Inside Sales
O00959,CUST0295,API Credits,EMEA,Q3,2023,15,1076.66,16149.9,REP002,Partner
O00960,CUST0037,Add-on AI,EMEA,Q3,2025,48,2097.77,100692.96,REP017,Inside Sales
O00961,CUST0153,API Credits,EMEA,Q2,2023,30,148.77,4463.1,REP026,Online
O00962,CUST0001,Starter,LATAM,Q3,2024,29,752.2,21813.8,REP014,Direct
O00963,CUST0066,Enterprise,APAC,Q4,2025,35,1069.16,37420.6,REP003,Direct
O00964,CUST0037,Add-on Analytics,NA,Q4,2024,21,236.73,4971.33,REP030,Online
O00965,CUST0086,Add-on AI,APAC,Q1,2024,45,635.29,28588.05,REP003,Online
O00966,CUST0019,Add-on AI,NA,Q3,2024,13,2430.42,31595.46,REP018,Online
O00967,CUST0041,API Credits,NA,Q1,2024,23,1384.29,31838.67,REP011,Inside Sales
O00968,CUST0201,API Credits,APAC,Q3,2024,46,2011.88,92546.48,REP008,Direct
O00969,CUST0243,Pro Plan,NA,Q4,2023,42,1255.15,52716.3,REP010,Direct
O00970,CUST0160,Pro Plan,APAC,Q2,2023,46,813.13,37403.98,REP001,Partner
O00971,CUST0013,API Credits,EMEA,Q2,2023,6,2020.47,12122.82,REP019,Inside Sales
O00972,CUST0021,Enterprise,APAC,Q4,2023,50,2352.44,117622.0,REP030,Inside Sales
O00973,CUST0228,Add-on AI,NA,Q3,2025,45,1872.17,84247.65,REP005,Inside Sales
O00974,CUST0047,Add-on Analytics,APAC,Q3,2023,39,1759.65,68626.35,REP023,Inside Sales
O00975,CUST0214,Enterprise,EMEA,Q2,2023,47,629.99,29609.53,REP002,Partner
O00976,CUST0258,Add-on AI,NA,Q4,2024,17,2132.51,36252.67,REP025,Inside Sales
O00977,CUST0286,Add-on Analytics,NA,Q4,2023,33,1813.59,59848.47,REP020,Partner
O00978,CUST0048,Add-on AI,APAC,Q1,2025,46,337.84,15540.64,REP028,Partner
O00979,CUST0075,Add-on Analytics,LATAM,Q1,2023,13,1717.84,22331.92,REP004,Direct
O00980,CUST0288,Pro Plan,APAC,Q3,2025,18,1406.18,25311.24,REP006,Inside Sales
O00981,CUST0207,Pro Plan,APAC,Q2,2023,43,342.3,14718.9,REP015,Partner
O00982,CUST0241,API Credits,NA,Q2,2023,21,603.43,12672.03,REP016,Inside Sales
O00983,CUST0246,API Credits,NA,Q3,2024,46,732.36,33688.56,REP028,Partner
O00984,CUST0149,Add-on Analytics,NA,Q2,2023,29,1889.25,54788.25,REP027,Online
O00985,CUST0249,Add-on Analytics,LATAM,Q2,2025,18,1082.0,19476.0,REP005,Inside Sales
O00986,CUST0296,Add-on Analytics,NA,Q2,2023,21,1772.65,37225.65,REP012,Partner
O00987,CUST0274,Starter,NA,Q1,2023,48,991.7,47601.6,REP005,Online
O00988,CUST0199,Add-on AI,LATAM,Q4,2025,29,64.55,1871.95,REP002,Online
O00989,CUST0203,Enterprise,LATAM,Q1,2024,16,151.75,2428.0,REP027,Direct
O00990,CUST0045,API Credits,LATAM,Q3,2023,9,1840.79,16567.11,REP009,Direct
O00991,CUST0061,Enterprise,NA,Q1,2023,14,1487.27,20821.78,REP026,Partner
O00992,CUST0135,Starter,EMEA,Q1,2023,24,381.38,9153.12,REP023,Partner
O00993,CUST0188,Enterprise,NA,Q4,2024,37,1195.35,44227.95,REP019,Partner
O00994,CUST0274,Add-on Analytics,NA,Q4,2023,4,1577.04,6308.16,REP005,Inside Sales
O00995,CUST0132,Starter,EMEA,Q3,2024,19,1670.89,31746.91,REP002,Online
O00996,CUST0145,API Credits,APAC,Q3,2025,36,2408.48,86705.28,REP030,Online
O00997,CUST0009,API Credits,NA,Q2,2025,6,354.67,2128.02,REP023,Inside Sales
O00998,CUST0146,Starter,APAC,Q3,2025,23,1347.01,30981.23,REP013,Inside Sales
O00999,CUST0190,Enterprise,NA,Q2,2023,39,1995.79,77835.81,REP016,Inside Sales
O01000,CUST0007,Enterprise,LATAM,Q1,2024,45,1048.13,47165.85,REP004,Inside Sales
O01001,CUST0230,Pro Plan,APAC,Q2,2024,35,1086.49,38027.15,REP015,Partner
O01002,CUST0181,Pro Plan,APAC,Q4,2024,2,371.15,742.3,REP017,Online
O01003,CUST0003,Pro Plan,LATAM,Q1,2023,24,2389.49,57347.76,REP008,Direct
O01004,CUST0028,Starter,LATAM,Q4,2024,7,824.28,5769.96,REP019,Direct
O01005,CUST0039,Enterprise,EMEA,Q3,2023,12,676.37,8116.44,REP019,Online
O01006,CUST0193,Starter,APAC,Q3,2024,37,700.1,25903.7,REP007,Direct
O01007,CUST0164,API Credits,LATAM,Q3,2025,30,1479.64,44389.2,REP004,Direct
O01008,CUST0208,Add-on AI,EMEA,Q4,2024,48,2344.99,112559.52,REP014,Online
O01009,CUST0166,API Credits,LATAM,Q4,2023,36,625.88,22531.68,REP009,Inside Sales
O01010,CUST0240,Pro Plan,EMEA,Q4,2025,1,966.93,966.93,REP008,Inside Sales
O01011,CUST0126,Pro Plan,NA,Q4,2025,6,1378.05,8268.3,REP019,Partner
O01012,CUST0251,Enterprise,EMEA,Q2,2023,39,931.71,36336.69,REP007,Partner
O01013,CUST0290,Add-on Analytics,APAC,Q4,2023,44,376.49,16565.56,REP009,Direct
O01014,CUST0084,Add-on Analytics,LATAM,Q2,2025,9,839.29,7553.61,REP013,Partner
O01015,CUST0122,Add-on AI,EMEA,Q3,2023,29,1209.82,35084.78,REP008,Online
O01016,CUST0094,Pro Plan,NA,Q2,2023,9,633.83,5704.47,REP009,Direct
O01017,CUST0090,Add-on AI,APAC,Q1,2024,40,512.8,20512.0,REP010,Partner
O01018,CUST0269,Enterprise,NA,Q2,2024,32,1666.62,53331.84,REP026,Inside Sales
O01019,CUST0138,API Credits,APAC,Q3,2024,6,854.23,5125.38,REP005,Inside Sales
O01020,CUST0036,Enterprise,EMEA,Q1,2024,21,1119.22,23503.62,REP004,Direct
O01021,CUST0126,Enterprise,EMEA,Q1,2025,26,1982.08,51534.08,REP006,Inside Sales
O01022,CUST0240,Enterprise,EMEA,Q2,2023,32,1151.03,36832.96,REP003,Inside Sales
O01023,CUST0245,Pro Plan,LATAM,Q1,2024,26,2325.02,60450.52,REP001,Partner
O01024,CUST0018,Starter,APAC,Q3,2023,16,977.21,15635.36,REP006,Online
O01025,CUST0020,API Credits,LATAM,Q2,2025,19,257.8,4898.2,REP026,Online
O01026,CUST0223,Add-on Analytics,APAC,Q1,2023,32,712.11,22787.52,REP017,Partner
O01027,CUST0292,Pro Plan,LATAM,Q4,2024,27,387.41,10460.07,REP027,Partner
O01028,CUST0098,Add-on AI,APAC,Q1,2023,16,1781.14,28498.24,REP021,Inside Sales
O01029,CUST0294,Add-on Analytics,APAC,Q3,2024,47,223.89,10522.83,REP011,Inside Sales
O01030,CUST0293,API Credits,LATAM,Q2,2023,34,2317.01,78778.34,REP024,Online
O01031,CUST0260,Add-on Analytics,NA,Q1,2024,39,2289.04,89272.56,REP019,Online
O01032,CUST0107,Enterprise,LATAM,Q3,2023,19,1513.18,28750.42,REP025,Inside Sales
O01033,CUST0114,Add-on AI,APAC,Q3,2023,9,372.88,3355.92,REP029,Inside Sales
O01034,CUST0281,Add-on AI,NA,Q1,2023,7,434.52,3041.64,REP022,Direct
O01035,CUST0174,Enterprise,APAC,Q3,2025,19,1427.84,27128.96,REP001,Direct
O01036,CUST0084,Enterprise,EMEA,Q1,2023,44,1153.55,50756.2,REP027,Online
O01037,CUST0083,Starter,LATAM,Q4,2024,12,2075.44,24905.28,REP023,Inside Sales
O01038,CUST0270,Enterprise,EMEA,Q4,2023,33,1947.16,64256.28,REP007,Inside Sales
O01039,CUST0149,Pro Plan,LATAM,Q4,2023,22,1660.3,36526.6,REP017,Direct
O01040,CUST0103,API Credits,APAC,Q4,2025,5,2469.25,12346.25,REP019,Online
O01041,CUST0295,Add-on AI,APAC,Q4,2024,30,1881.6,56448.0,REP013,Direct
O01042,CUST0138,Add-on AI,LATAM,Q3,2025,28,1732.41,48507.48,REP007,Partner
O01043,CUST0203,Pro Plan,NA,Q1,2025,29,427.7,12403.3,REP027,Direct
O01044,CUST0068,Pro Plan,NA,Q2,2024,6,991.27,5947.62,REP014,Online
O01045,CUST0260,Add-on Analytics,APAC,Q3,2024,47,1151.57,54123.79,REP011,Inside Sales
O01046,CUST0184,Add-on Analytics,APAC,Q4,2024,21,1891.44,39720.24,REP004,Partner
O01047,CUST0004,Pro Plan,LATAM,Q3,2024,28,722.76,20237.28,REP017,Inside Sales
O01048,CUST0068,Starter,NA,Q3,2025,27,2030.47,54822.69,REP012,Direct
O01049,CUST0055,Enterprise,EMEA,Q4,2024,23,675.62,15539.26,REP029,Online
O01050,CUST0242,Starter,NA,Q3,2024,5,1936.11,9680.55,REP005,Partner
O01051,CUST0219,Pro Plan,EMEA,Q2,2025,27,2284.77,61688.79,REP027,Online
O01052,CUST0011,Enterprise,LATAM,Q4,2023,47,205.63,9664.61,REP007,Direct
O01053,CUST0263,API Credits,LATAM,Q3,2024,10,2294.95,22949.5,REP002,Partner
O01054,CUST0277,Add-on AI,EMEA,Q1,2025,22,1841.74,40518.28,REP001,Online
O01055,CUST0007,Add-on AI,LATAM,Q1,2023,18,1686.53,30357.54,REP021,Direct
O01056,CUST0295,Add-on Analytics,EMEA,Q4,2025,32,2176.62,69651.84,REP027,Online
O01057,CUST0108,Starter,LATAM,Q3,2023,36,708.38,25501.68,REP020,Online
O01058,CUST0238,Enterprise,APAC,Q1,2024,21,2290.21,48094.41,REP025,Inside Sales
O01059,CUST0008,Add-on AI,APAC,Q4,2024,33,2435.52,80372.16,REP016,Partner
O01060,CUST0300,API Credits,NA,Q3,2025,2,2226.26,4452.52,REP005,Inside Sales
O01061,CUST0139,Enterprise,NA,Q1,2023,46,1561.63,71834.98,REP026,Partner
O01062,CUST0072,Starter,APAC,Q1,2024,34,1521.14,51718.76,REP020,Direct
O01063,CUST0117,Pro Plan,LATAM,Q4,2023,20,426.23,8524.6,REP022,Inside Sales
O01064,CUST0186,Add-on AI,APAC,Q4,2024,35,1120.13,39204.55,REP004,Online
O01065,CUST0268,API Credits,EMEA,Q1,2025,28,1857.64,52013.92,REP007,Direct
O01066,CUST0267,Add-on Analytics,APAC,Q2,2025,21,1977.43,41526.03,REP004,Inside Sales
O01067,CUST0087,Add-on Analytics,NA,Q2,2023,42,1927.81,80968.02,REP024,Online
O01068,CUST0085,Add-on Analytics,LATAM,Q4,2025,40,1904.02,76160.8,REP027,Inside Sales
O01069,CUST0228,Enterprise,NA,Q3,2025,14,291.71,4083.94,REP013,Inside Sales
O01070,CUST0045,Starter,NA,Q2,2025,14,1660.15,23242.1,REP026,Direct
O01071,CUST0076,Add-on Analytics,APAC,Q4,2025,33,416.47,13743.51,REP027,Online
O01072,CUST0012,Add-on Analytics,EMEA,Q3,2024,40,1394.46,55778.4,REP008,Partner
O01073,CUST0243,Pro Plan,LATAM,Q4,2025,10,589.16,5891.6,REP020,Direct
O01074,CUST0294,Pro Plan,NA,Q2,2023,15,1205.24,18078.6,REP023,Inside Sales
O01075,CUST0230,Pro Plan,APAC,Q3,2024,46,1378.27,63400.42,REP026,Inside Sales
O01076,CUST0037,API Credits,LATAM,Q4,2025,21,1773.0,37233.0,REP014,Inside Sales
O01077,CUST0040,Add-on AI,NA,Q3,2024,13,1503.7,19548.1,REP027,Inside Sales
O01078,CUST0299,Pro Plan,APAC,Q2,2024,33,212.46,7011.18,REP016,Direct
O01079,CUST0200,Enterprise,LATAM,Q3,2024,33,2469.54,81494.82,REP027,Partner
O01080,CUST0106,Add-on AI,NA,Q3,2025,33,1136.07,37490.31,REP028,Partner
O01081,CUST0078,Enterprise,LATAM,Q1,2025,31,1026.55,31823.05,REP022,Direct
O01082,CUST0015,API Credits,APAC,Q2,2023,41,1976.56,81038.96,REP024,Direct
O01083,CUST0277,Add-on AI,LATAM,Q1,2023,37,1635.25,60504.25,REP028,Direct
O01084,CUST0004,Add-on Analytics,LATAM,Q2,2023,42,2077.42,87251.64,REP023,Direct
O01085,CUST0113,Add-on Analytics,EMEA,Q1,2023,30,1486.03,44580.9,REP019,Partner
O01086,CUST0115,Starter,LATAM,Q4,2025,39,2238.99,87320.61,REP022,Online
O01087,CUST0023,Add-on Analytics,LATAM,Q4,2023,16,1798.93,28782.88,REP011,Inside Sales
O01088,CUST0098,Starter,APAC,Q4,2025,47,2169.33,101958.51,REP023,Inside Sales
O01089,CUST0052,Enterprise,EMEA,Q1,2024,29,628.51,18226.79,REP004,Online
O01090,CUST0163,Add-on Analytics,NA,Q3,2024,41,154.63,6339.83,REP012,Partner
O01091,CUST0114,Add-on AI,APAC,Q1,2025,31,1563.77,48476.87,REP023,Online
O01092,CUST0261,Add-on AI,EMEA,Q3,2023,20,950.73,19014.6,REP004,Direct
O01093,CUST0027,API Credits,NA,Q3,2023,20,2225.02,44500.4,REP025,Partner
O01094,CUST0102,Add-on Analytics,LATAM,Q2,2025,21,2134.54,44825.34,REP004,Online
O01095,CUST0020,Add-on AI,LATAM,Q4,2025,39,232.89,9082.71,REP029,Inside Sales
O01096,CUST0073,Enterprise,APAC,Q4,2025,4,2190.59,8762.36,REP026,Online
O01097,CUST0211,Add-on Analytics,APAC,Q3,2024,33,765.21,25251.93,REP001,Partner
O01098,CUST0012,Pro Plan,LATAM,Q4,2025,28,2386.76,66829.28,REP007,Partner
O01099,CUST0260,API Credits,EMEA,Q3,2024,14,1908.04,26712.56,REP028,Direct
O01100,CUST0083,Add-on AI,EMEA,Q3,2025,32,946.83,30298.56,REP022,Inside Sales
O01101,CUST0287,API Credits,EMEA,Q2,2023,33,1014.08,33464.64,REP023,Direct
O01102,CUST0189,API Credits,APAC,Q2,2025,6,862.0,5172.0,REP021,Partner
O01103,CUST0193,API Credits,APAC,Q2,2023,12,785.21,9422.52,REP003,Online
O01104,CUST0200,Pro Plan,LATAM,Q3,2025,16,1478.54,23656.64,REP030,Partner
O01105,CUST0131,Add-on Analytics,EMEA,Q3,2024,25,2124.07,53101.75,REP024,Direct
O01106,CUST0279,Starter,NA,Q3,2025,41,1452.14,59537.74,REP030,Inside Sales
O01107,CUST0033,Add-on Analytics,NA,Q3,2025,40,331.52,13260.8,REP011,Direct
O01108,CUST0049,Add-on Analytics,NA,Q2,2023,5,1308.37,6541.85,REP021,Online
O01109,CUST0141,API Credits,LATAM,Q1,2023,49,784.64,38447.36,REP013,Direct
O01110,CUST0231,Starter,NA,Q3,2025,14,1750.29,24504.06,REP024,Partner
O01111,CUST0124,Enterprise,NA,Q2,2025,26,757.11,19684.86,REP026,Partner
O01112,CUST0016,Add-on AI,LATAM,Q4,2025,23,2424.65,55766.95,REP023,Partner
O01113,CUST0232,Add-on Analytics,NA,Q1,2025,13,1068.26,13887.38,REP020,Inside Sales
O01114,CUST0001,Enterprise,APAC,Q4,2024,28,2383.74,66744.72,REP024,Inside Sales
O01115,CUST0017,Enterprise,EMEA,Q2,2024,12,2037.7,24452.4,REP005,Partner
O01116,CUST0038,Enterprise,LATAM,Q3,2025,38,1383.33,52566.54,REP014,Partner
O01117,CUST0009,Pro Plan,LATAM,Q4,2024,23,1562.13,35928.99,REP028,Inside Sales
O01118,CUST0142,Add-on Analytics,NA,Q1,2024,10,1607.38,16073.8,REP009,Online
O01119,CUST0180,Pro Plan,LATAM,Q1,2025,11,567.66,6244.26,REP010,Inside Sales
O01120,CUST0193,Pro Plan,NA,Q3,2024,20,393.28,7865.6,REP018,Inside Sales
O01121,CUST0112,Pro Plan,APAC,Q2,2024,49,364.19,17845.31,REP024,Inside Sales
O01122,CUST0094,Add-on Analytics,LATAM,Q3,2024,38,1906.94,72463.72,REP013,Online
O01123,CUST0111,Add-on AI,APAC,Q1,2024,39,160.2,6247.8,REP001,Partner
O01124,CUST0107,Starter,APAC,Q3,2024,5,1835.09,9175.45,REP030,Online
O01125,CUST0275,Enterprise,NA,Q4,2024,10,492.39,4923.9,REP010,Inside Sales
O01126,CUST0185,Starter,LATAM,Q2,2023,5,669.09,3345.45,REP024,Direct
O01127,CUST0102,Enterprise,APAC,Q3,2025,31,766.41,23758.71,REP003,Direct
O01128,CUST0265,Add-on Analytics,APAC,Q3,2025,38,1172.07,44538.66,REP007,Direct
O01129,CUST0299,Starter,APAC,Q2,2025,1,759.31,759.31,REP008,Inside Sales
O01130,CUST0264,Enterprise,NA,Q4,2025,28,1091.07,30549.96,REP023,Online
O01131,CUST0275,Add-on Analytics,EMEA,Q1,2023,7,1821.56,12750.92,REP003,Online
O01132,CUST0034,Starter,EMEA,Q2,2025,6,845.2,5071.2,REP014,Inside Sales
O01133,CUST0008,Add-on Analytics,NA,Q4,2023,41,304.52,12485.32,REP018,Inside Sales
O01134,CUST0269,Starter,LATAM,Q1,2023,40,1694.9,67796.0,REP010,Partner
O01135,CUST0281,API Credits,NA,Q3,2024,4,1046.04,4184.16,REP005,Inside Sales
O01136,CUST0135,Enterprise,EMEA,Q2,2023,47,226.65,10652.55,REP001,Inside Sales
O01137,CUST0095,Add-on AI,LATAM,Q1,2023,12,528.33,6339.96,REP028,Online
O01138,CUST0071,Enterprise,APAC,Q3,2025,2,1704.44,3408.88,REP024,Direct
O01139,CUST0210,Add-on Analytics,NA,Q1,2024,10,116.91,1169.1,REP004,Online
O01140,CUST0290,Enterprise,NA,Q1,2024,21,1859.41,39047.61,REP004,Inside Sales
O01141,CUST0266,Enterprise,EMEA,Q4,2023,14,2129.57,29813.98,REP005,Partner
O01142,CUST0119,Add-on AI,EMEA,Q3,2023,3,2478.47,7435.41,REP006,Partner
O01143,CUST0015,Pro Plan,NA,Q1,2024,25,392.6,9815.0,REP028,Direct
O01144,CUST0108,Enterprise,NA,Q1,2023,17,1358.75,23098.75,REP007,Partner
O01145,CUST0060,Enterprise,EMEA,Q2,2024,12,1316.71,15800.52,REP008,Online
O01146,CUST0065,Enterprise,APAC,Q3,2024,44,744.11,32740.84,REP006,Inside Sales
O01147,CUST0003,Enterprise,APAC,Q3,2024,40,1134.66,45386.4,REP019,Inside Sales
O01148,CUST0028,API Credits,APAC,Q4,2023,18,475.98,8567.64,REP008,Inside Sales
O01149,CUST0125,Starter,APAC,Q4,2025,43,1210.21,52039.03,REP006,Inside Sales
O01150,CUST0048,Starter,EMEA,Q2,2024,26,2095.36,54479.36,REP013,Inside Sales
O01151,CUST0137,Add-on Analytics,LATAM,Q3,2024,37,2125.3,78636.1,REP006,Online
O01152,CUST0214,Add-on Analytics,APAC,Q2,2025,33,198.42,6547.86,REP004,Online
O01153,CUST0298,API Credits,APAC,Q4,2024,15,660.57,9908.55,REP006,Online
O01154,CUST0163,API Credits,EMEA,Q4,2024,49,1014.83,49726.67,REP011,Partner
O01155,CUST0296,Add-on AI,APAC,Q4,2023,49,1602.79,78536.71,REP024,Partner
O01156,CUST0199,Add-on Analytics,EMEA,Q2,2024,13,2199.7,28596.1,REP010,Direct
O01157,CUST0235,API Credits,LATAM,Q3,2024,6,433.8,2602.8,REP007,Partner
O01158,CUST0147,Add-on Analytics,APAC,Q3,2024,14,2353.46,32948.44,REP017,Inside Sales
O01159,CUST0052,Add-on Analytics,EMEA,Q2,2025,37,114.03,4219.11,REP010,Inside Sales
O01160,CUST0280,API Credits,NA,Q2,2025,39,1892.52,73808.28,REP014,Direct
O01161,CUST0043,Pro Plan,LATAM,Q3,2023,44,2368.53,104215.32,REP029,Partner
O01162,CUST0255,Enterprise,LATAM,Q4,2023,2,649.87,1299.74,REP005,Inside Sales
O01163,CUST0003,Pro Plan,APAC,Q1,2024,45,456.81,20556.45,REP018,Inside Sales
O01164,CUST0072,Add-on Analytics,APAC,Q4,2025,46,96.79,4452.34,REP019,Partner
O01165,CUST0204,Enterprise,APAC,Q1,2023,8,2448.66,19589.28,REP026,Inside Sales
O01166,CUST0074,API Credits,EMEA,Q4,2023,21,1623.99,34103.79,REP013,Online
O01167,CUST0098,Add-on AI,NA,Q3,2024,14,2297.04,32158.56,REP015,Partner
